City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Sisimiut,GL,66.94,-53.67,37.85,95,100,8.68,overcast clouds
340,Tazovskiy,RU,67.47,78.70,36.21,60,100,14.56,light rain
341,La Carolina,ES,38.28,-3.62,87.12,32,0,6.51,clear sky
342,Abonnema,NG,4.71,6.79,86.29,69,99,4.43,light rain
343,Bandar-E Lengeh,IR,26.56,54.88,93.31,66,20,4.61,few clouds
344,Goderich,CA,43.75,-81.72,70.92,73,3,5.75,clear sky
345,Loubomo,CG,-4.20,12.67,86.32,48,99,5.28,overcast clouds
346,Camacha,PT,33.08,-16.33,72.82,78,40,11.50,scattered clouds
347,Gigmoto,PH,13.78,124.39,78.17,91,100,2.21,overcast clouds
348,Chilca,PE,-12.52,-76.74,61.70,76,95,3.58,overcast clouds
349,Sakakah,SA,29.97,40.21,98.17,19,0,5.50,clear sky
350,Santo Antonio Do Ica,BR,-3.10,-67.94,90.30,54,34,2.68,scattered clouds
351,Torrington,US,41.80,-73.12,71.46,88,32,3.00,scattered clouds
352,Pemangkat,ID,1.17,108.97,80.02,75,100,2.89,overcast clouds
353,Biu,NG,10.61,12.19,79.81,66,81,4.65,broken clouds
354,Andenes,NO,69.31,16.12,46.92,61,75,9.22,broken clouds
355,Grand-Santi,GF,4.25,-54.38,85.64,61,78,3.15,broken clouds
356,Katsuura,JP,35.13,140.30,66.22,90,100,21.59,overcast clouds
357,Menzelinsk,RU,55.73,53.10,62.51,56,100,6.26,overcast clouds
358,Rio Gallegos,AR,-51.62,-69.22,44.65,57,0,14.97,clear sky
359,Leh,IN,34.17,77.58,61.07,23,24,4.97,few clouds
360,Mataram,ID,-8.58,116.12,79.61,83,33,10.29,scattered clouds
361,Tomatlan,MX,19.93,-105.25,75.69,88,62,2.30,broken clouds
362,Northam,GB,51.03,-4.22,64.65,65,23,6.67,few clouds
363,Namatanai,PG,-3.67,152.43,79.03,79,100,4.90,overcast clouds
364,Uyuni,BO,-20.46,-66.83,46.98,16,0,19.17,clear sky
365,Pasinler,TR,39.98,41.68,74.39,22,96,3.31,overcast clouds
366,Beisfjord,NO,68.38,17.60,48.25,73,100,3.22,overcast clouds
367,Laguna,US,38.42,-121.42,61.75,95,75,5.75,mist
368,Piacabucu,BR,-10.41,-36.43,80.92,62,16,10.83,few clouds
369,Nola,IT,40.92,14.53,80.22,54,25,3.44,scattered clouds
370,Khandyga,RU,62.67,135.60,28.76,80,80,4.65,broken clouds
371,Half Moon Bay,US,37.46,-122.43,60.85,89,0,0.00,clear sky
372,Terbuny,RU,52.14,38.28,59.70,53,100,4.97,overcast clouds
373,Diamantino,BR,-14.41,-56.45,96.96,33,4,4.76,clear sky
374,Dunedin,NZ,-45.87,170.50,48.79,90,84,4.38,broken clouds
375,Kawalu,ID,-7.38,108.21,71.58,93,100,1.88,overcast clouds
376,Marsh Harbour,BS,26.54,-77.06,83.71,68,47,6.35,scattered clouds
377,Vardo,NO,70.37,31.11,40.98,87,75,21.85,broken clouds
378,Arraial Do Cabo,BR,-22.97,-42.03,76.96,78,0,13.80,clear sky
379,North Bend,US,43.41,-124.22,57.07,100,100,5.75,overcast clouds
380,Kandrian,PG,-6.22,149.55,76.21,90,97,4.79,overcast clouds
381,Grudziadz,PL,53.48,18.75,61.00,70,100,6.58,overcast clouds
382,Urucui,BR,-7.23,-44.56,96.58,25,9,10.11,clear sky
383,Novikovo,RU,51.15,37.89,59.99,53,99,5.41,overcast clouds
384,Kentau,KZ,43.52,68.51,79.27,19,0,18.92,clear sky
385,Vostok,RU,46.49,135.88,31.06,70,0,6.08,clear sky
386,Kaduy,RU,59.20,37.15,48.56,94,100,12.73,overcast clouds
387,Vila Velha,BR,-20.33,-40.29,82.35,65,75,14.00,broken clouds
388,Rexburg,US,43.83,-111.79,47.82,70,0,4.61,clear sky
389,Lamesa,US,32.74,-101.95,72.52,68,3,11.10,clear sky
390,Bandipur,NP,27.93,84.42,69.93,93,36,1.68,scattered clouds
391,West Calder,GB,55.85,-3.57,66.22,59,100,13.80,overcast clouds
392,Sicamous,CA,50.83,-118.99,38.37,94,6,3.29,clear sky
393,La Asuncion,VE,11.03,-63.86,87.53,74,61,8.05,broken clouds
394,Nurota,UZ,40.56,65.69,80.11,16,0,8.14,clear sky
395,Maningrida,AU,-12.07,134.27,78.04,83,64,7.96,broken clouds
396,Sitka,US,57.05,-135.33,53.49,82,100,4.61,overcast clouds
397,Saint-Pierre,RE,-21.34,55.48,73.08,68,75,26.46,broken clouds
398,Kabalo,CD,-6.05,26.92,94.66,31,87,2.26,overcast clouds
399,Eyl,SO,7.98,49.82,82.44,70,47,24.87,scattered clouds
400,Sorland,NO,67.67,12.69,49.86,61,75,6.91,broken clouds
401,Cockburn Town,TC,21.46,-71.14,80.46,90,100,62.03,overcast clouds
402,North Myrtle Beach,US,33.82,-78.68,83.12,78,0,3.44,clear sky
403,Fairbanks,US,64.84,-147.72,45.61,94,100,8.05,mist
404,Cabras,IT,39.93,8.53,86.86,53,99,11.01,overcast clouds
405,Casablanca,MA,33.59,-7.62,80.82,73,75,11.50,broken clouds
406,Jonkoping,SE,57.78,14.16,58.39,71,40,4.61,scattered clouds
407,Durant,US,33.99,-96.37,83.03,71,0,5.75,clear sky
408,Yulara,AU,-25.24,130.99,61.03,36,0,10.33,clear sky
409,Cidreira,BR,-30.18,-50.21,65.86,78,51,12.68,broken clouds
410,Alofi,NU,-19.06,-169.92,71.49,94,6,12.66,clear sky
411,Maumere,ID,-8.62,122.21,79.90,74,47,9.69,scattered clouds
412,Parabel,RU,58.70,81.48,44.91,88,91,5.64,overcast clouds
413,Busko-Zdroj,PL,50.47,20.72,58.78,69,93,14.76,light rain
414,Prigorodnyy,RU,51.77,55.27,73.56,21,0,4.47,clear sky
415,Berdigestyakh,RU,62.10,126.70,26.26,78,59,4.43,broken clouds
416,Okhotsk,RU,59.38,143.30,39.09,86,64,9.26,broken clouds
417,Ambulu,ID,-8.35,113.61,76.41,85,100,4.05,overcast clouds
418,Nelson Bay,AU,-32.72,152.15,63.00,85,97,15.99,overcast clouds
419,Tuktoyaktuk,CA,69.45,-133.04,41.00,87,100,10.36,overcast clouds
420,Aswan,EG,24.09,32.91,103.30,13,0,12.66,clear sky
421,Nuuk,GL,64.18,-51.72,41.61,87,75,19.57,fog
422,Rio Grande,BR,-32.03,-52.10,64.51,82,50,9.66,scattered clouds
423,Atar,MR,20.52,-13.05,99.75,20,89,9.35,overcast clouds
424,Krasnodon,UA,48.29,39.74,71.20,30,43,8.50,scattered clouds
425,Mareeba,AU,-17.00,145.43,72.32,94,22,2.82,few clouds
426,Atasu,KZ,48.68,71.64,66.06,12,50,11.68,scattered clouds
427,Hofn,IS,64.25,-15.21,52.11,87,9,12.80,clear sky
428,Aklavik,CA,68.22,-135.01,44.60,70,100,3.44,overcast clouds
429,Tevriz,RU,57.51,72.40,62.71,88,13,4.76,few clouds
430,Tabou,CI,4.42,-7.35,78.78,81,89,12.93,light rain
431,Slavyanka,RU,42.86,131.38,50.76,54,3,7.56,clear sky
432,Morondava,MG,-20.28,44.28,79.25,69,0,12.12,clear sky
433,Tabuk,PH,17.42,121.44,73.72,93,92,4.03,light rain
434,Badulla,LK,6.99,81.06,74.80,74,42,3.65,light rain
435,Port Lincoln,AU,-34.73,135.87,56.41,94,95,9.89,overcast clouds
436,Nioro,GM,13.35,-15.75,79.41,88,100,1.99,light rain
437,Rezekne,LV,56.50,27.32,54.48,71,100,4.81,overcast clouds
438,Vao,NC,-22.67,167.48,73.81,80,0,10.42,clear sky
439,Podares,MK,41.61,22.54,67.96,31,3,9.66,clear sky
440,Kuching,MY,1.55,110.33,77.22,100,20,3.00,few clouds
441,Ilulissat,GL,69.22,-51.10,37.42,93,100,9.22,light rain
442,Dingle,PH,11.00,122.67,77.70,86,100,3.80,overcast clouds
443,Ippy,CF,6.27,21.22,79.52,79,81,2.55,light rain
444,San Andres,CO,12.58,-81.70,84.22,79,40,9.22,scattered clouds
445,Ketchikan,US,55.34,-131.65,52.27,87,0,5.75,clear sky
446,Lagos,NG,6.58,3.75,84.52,71,58,8.28,light rain
447,Labuan,MY,5.28,115.24,79.16,89,20,0.00,moderate rain
448,Curitibanos,BR,-27.28,-50.58,61.09,76,96,3.87,overcast clouds
449,Upington,ZA,-28.45,21.26,71.98,18,20,12.66,few clouds
450,Jalu,LY,29.03,21.55,99.95,15,0,7.61,clear sky
451,Santa Rosa,PH,14.31,121.11,78.78,92,100,7.99,overcast clouds
452,Kargasok,RU,59.06,80.86,45.64,86,86,7.14,overcast clouds
453,Saint Anthony,US,45.02,-93.22,71.65,86,75,8.05,broken clouds
454,Podor,MR,16.65,-14.96,97.97,34,82,5.86,broken clouds
455,Sedalia,US,38.70,-93.23,81.43,61,0,13.00,clear sky
456,Hay River,CA,60.82,-115.80,35.58,93,20,4.61,few clouds
457,Mananjary,MG,-21.22,48.33,73.42,72,10,7.52,clear sky
458,Atambua,ID,-9.11,124.89,74.52,83,67,5.82,broken clouds
459,Alto Araguaia,BR,-17.31,-53.22,91.94,34,39,8.57,scattered clouds
460,Zeya,RU,53.75,127.27,39.72,77,100,1.01,overcast clouds
461,Zhigansk,RU,66.77,123.37,28.89,87,62,12.64,broken clouds
462,Zheleznodorozhnyy,RU,55.75,38.00,57.38,56,27,9.86,scattered clouds
463,Chapais,CA,49.78,-74.85,51.58,46,100,7.78,overcast clouds
464,Pitea,SE,65.32,21.48,50.09,47,3,8.88,clear sky
465,Barda,AZ,40.37,47.13,85.28,27,2,7.25,clear sky
466,Fuerte Olimpo,PY,-21.04,-57.87,86.36,54,72,2.95,broken clouds
467,Rosetta,EG,31.40,30.42,80.15,56,0,14.50,clear sky
468,Aksu,CN,41.12,80.26,76.86,25,52,6.33,broken clouds
469,Kosa,RU,59.94,55.00,57.76,60,2,12.55,clear sky
470,Kiruna,SE,67.86,20.23,41.92,49,0,6.91,clear sky
471,Umea,SE,63.83,20.26,53.53,43,0,11.50,clear sky
472,Terme,TR,41.21,36.97,73.33,79,100,6.44,overcast clouds
473,Sylacauga,US,33.17,-86.25,83.17,73,40,0.00,scattered clouds
474,Ojinaga,MX,29.57,-104.42,77.95,69,0,6.91,clear sky
475,Starosubkhangulovo,RU,53.10,57.44,63.48,44,9,2.86,clear sky
476,Pingxiang,CN,27.62,113.85,71.71,53,38,4.70,scattered clouds
477,Bitkine,TD,11.98,18.21,87.58,57,100,4.70,overcast clouds
478,Cabra,ES,37.47,-4.44,86.59,38,41,6.91,scattered clouds
479,Mantua,IT,45.17,10.78,76.08,51,0,5.01,clear sky
480,Nantucket,US,41.28,-70.10,73.51,66,100,4.61,overcast clouds
481,Bayonet Point,US,28.33,-82.68,84.97,77,0,1.99,clear sky
482,Kandi,BJ,11.13,2.94,76.62,89,99,5.32,light rain
483,Tilichiki,RU,60.47,166.10,42.51,92,100,37.00,heavy intensity rain
484,Trairi,BR,-3.28,-39.27,88.93,44,98,16.11,overcast clouds
485,Tiruchchendur,IN,8.48,78.12,86.32,63,96,11.23,overcast clouds
486,Asfi,MA,32.30,-9.24,74.25,74,10,16.62,clear sky
487,Angoche,MZ,-16.23,39.91,79.16,72,0,19.48,clear sky
488,Am Timan,TD,11.03,20.28,73.74,91,100,10.36,light rain
489,Chernyshevskiy,RU,63.01,112.47,37.69,99,100,3.87,light rain
490,Albanel,CA,48.88,-72.45,51.94,71,97,0.00,overcast clouds
491,Grand Gaube,MU,-20.01,57.66,71.38,76,9,7.00,clear sky
492,Hays,US,30.05,-98.03,82.27,82,0,1.99,clear sky
493,Klichka,RU,50.45,118.00,46.44,49,100,5.61,overcast clouds
494,Bustamante,MX,26.53,-100.50,76.53,76,1,5.41,clear sky
495,Manokwari,ID,-0.87,134.08,79.38,78,99,1.59,heavy intensity rain
496,Ayr,GB,55.46,-4.63,67.32,67,40,10.36,scattered clouds
497,Coolum Beach,AU,-26.53,153.10,65.34,94,9,7.87,clear sky
498,Araouane,ML,18.90,-3.53,103.46,18,32,9.62,scattered clouds
499,Xixiang,CN,35.16,112.86,65.01,52,100,1.95,overcast clouds
500,Makakilo City,US,21.35,-158.09,77.32,69,0,10.36,clear sky
501,Lianzhou,CN,24.78,112.38,80.92,58,86,3.62,overcast clouds
502,General Roca,AR,-39.03,-67.58,56.62,33,11,11.50,few clouds
503,Kalmunai,LK,7.42,81.82,82.47,79,69,2.39,broken clouds
504,Krasnoselkup,RU,65.70,82.47,37.04,52,100,6.80,overcast clouds
505,Chumikan,RU,54.72,135.31,37.94,62,2,14.43,clear sky
506,Camargo,MX,27.67,-105.17,71.10,70,13,5.77,few clouds
507,Figeac,FR,44.75,1.92,73.76,20,0,4.07,clear sky
508,Kapoeta,SS,4.77,33.59,94.57,26,38,15.23,scattered clouds
509,Akyab,MM,20.15,92.90,81.03,82,21,8.37,few clouds
510,Hambantota,LK,6.12,81.12,82.74,83,20,12.66,few clouds
511,Burgersdorp,ZA,-31.00,26.33,43.41,87,100,19.71,overcast clouds
512,Nemuro,JP,43.32,145.57,56.05,61,100,8.75,overcast clouds
513,Paamiut,GL,61.99,-49.67,40.19,89,22,19.71,few clouds
514,Santa Helena De Goias,BR,-17.81,-50.60,90.91,36,94,8.23,overcast clouds
515,Roseburg,US,43.22,-123.34,59.38,93,75,0.00,broken clouds
516,Merauke,ID,-8.47,140.33,79.30,85,100,12.10,overcast clouds
517,Trn,BA,44.86,17.24,65.91,39,40,4.61,scattered clouds
518,Kahului,US,20.89,-156.47,78.84,71,0,13.80,clear sky
519,Xining,CN,36.62,101.77,54.86,70,39,2.17,scattered clouds
520,Salto De Pirapora,BR,-23.65,-47.57,77.65,55,14,8.75,few clouds
521,Tuy Hoa,VN,13.08,109.30,77.94,90,100,4.50,light rain
522,Spornoye,RU,50.84,37.29,56.50,61,100,4.18,light rain
523,Verkhnevilyuysk,RU,63.45,120.32,31.10,82,100,5.44,overcast clouds
524,Manicore,BR,-5.81,-61.30,89.55,62,0,6.91,clear sky
525,Hualmay,PE,-11.10,-77.61,62.47,78,72,11.21,broken clouds
526,Bandarbeyla,SO,9.49,50.81,81.05,76,0,28.90,clear sky
527,Buala,SB,-8.14,159.59,80.11,82,98,5.32,light rain
528,Homer,US,59.64,-151.55,47.77,90,75,6.91,broken clouds
529,Candido Mendes,BR,-1.45,-45.72,81.82,79,66,7.58,broken clouds
530,Talaya,RU,61.38,152.75,32.31,99,100,8.28,snow
531,Kieta,PG,-6.22,155.63,77.61,84,100,1.12,overcast clouds
532,Wahpeton,US,46.27,-96.61,71.92,77,0,0.00,clear sky
533,Kattivakkam,IN,13.22,80.32,87.89,53,90,5.46,overcast clouds
534,Paranagua,BR,-25.52,-48.51,79.02,61,4,1.54,clear sky
535,Sparks,US,39.53,-119.75,53.65,90,75,1.99,broken clouds
536,Tefe,BR,-3.35,-64.71,89.71,70,20,2.30,few clouds
537,Toguchin,RU,55.24,84.39,51.85,67,95,4.65,overcast clouds
538,Marystown,CA,47.17,-55.15,54.86,100,43,1.99,scattered clouds
539,Brae,GB,60.40,-1.35,56.50,85,100,14.43,overcast clouds
540,Sembakung,ID,3.82,117.25,74.39,96,83,0.85,broken clouds
541,Tarauaca,BR,-8.16,-70.77,91.45,44,19,4.12,few clouds
542,Werdau,DE,50.73,12.38,59.11,58,84,3.00,broken clouds
543,Port Hedland,AU,-20.32,118.57,64.45,77,1,5.75,clear sky
544,Porto De Moz,BR,-1.75,-52.24,94.86,41,11,3.62,few clouds
545,Yauya,PE,-8.98,-77.30,54.03,54,2,3.49,clear sky
546,Amazar,RU,53.86,120.88,36.57,87,88,2.75,overcast clouds
547,Dawson Creek,CA,55.77,-120.24,31.64,93,0,2.30,clear sky
548,Omboue,GA,-1.57,9.26,80.01,70,100,11.48,overcast clouds
549,Darhan,MN,49.49,105.92,51.22,52,33,6.42,scattered clouds
550,Westerland,DE,54.91,8.30,62.02,55,20,9.22,few clouds
551,Bacsay,PH,15.65,120.33,75.69,91,99,2.26,overcast clouds
552,Lazaro Cardenas,MX,17.96,-102.20,76.50,89,100,6.04,overcast clouds
553,Aksarka,RU,66.56,67.80,47.12,98,100,8.46,overcast clouds
554,Kenora,CA,49.82,-94.43,61.77,100,75,6.91,broken clouds
555,Talara,PE,-4.58,-81.27,65.16,77,40,27.63,scattered clouds
556,Pocone,BR,-16.26,-56.62,101.48,28,13,6.42,few clouds
557,Los Llanos De Aridane,ES,28.66,-17.92,76.75,87,40,6.91,scattered clouds
558,Mendi,PG,-6.18,143.65,54.37,98,92,3.38,overcast clouds
559,Mongo,TD,12.18,18.69,88.79,58,99,4.32,overcast clouds
560,Bilma,NE,18.69,12.92,103.01,18,51,3.24,broken clouds
561,Port Augusta,AU,-32.50,137.77,56.77,89,100,18.57,overcast clouds
562,Batasan,PH,12.77,120.78,79.57,79,100,3.56,overcast clouds
563,Guiglo,CI,6.55,-7.50,80.80,80,64,5.55,light rain
564,Muros,ES,42.78,-9.06,74.84,74,80,3.98,broken clouds
565,Porbandar,IN,21.64,69.61,81.55,75,11,8.55,few clouds
566,Waipawa,NZ,-41.41,175.52,46.13,91,100,5.28,overcast clouds
567,Sibu,MY,2.30,111.82,77.31,88,20,1.14,few clouds
568,Quatre Cocos,MU,-20.21,57.76,71.10,82,50,16.58,light rain
569,New Glasgow,CA,45.58,-62.65,54.79,87,100,6.53,light rain
570,Peniche,PT,39.36,-9.38,87.08,77,3,6.15,clear sky
571,Leningradskiy,RU,69.38,178.42,29.75,85,9,6.80,clear sky
572,Cayenne,GF,4.93,-52.33,86.04,66,100,8.05,overcast clouds
573,Ganzhou,CN,28.82,115.43,72.37,46,100,8.50,overcast clouds
574,Acapulco,MX,16.86,-99.89,78.62,78,100,8.05,overcast clouds
575,Prince Rupert,CA,54.32,-130.32,53.29,94,0,6.91,clear sky
576,Beringovskiy,RU,63.05,179.32,39.04,77,1,9.86,clear sky
577,Raudeberg,NO,61.99,5.14,52.47,61,17,9.73,few clouds
578,Mezen,RU,65.85,44.24,48.56,95,99,3.18,overcast clouds
579,Salalah,OM,17.02,54.09,82.49,83,75,12.66,broken clouds
580,Ibirama,BR,-27.06,-49.52,73.67,58,54,3.76,broken clouds
581,Mahebourg,MU,-20.41,57.70,71.26,83,75,3.44,broken clouds
582,Tiarei,PF,-17.53,-149.33,71.62,72,30,16.87,light rain
583,Goba,ET,7.02,39.98,53.85,86,99,3.89,light rain
584,Aviles,ES,43.55,-5.92,74.37,65,0,12.66,clear sky
585,Iranshahr,IR,27.20,60.68,100.74,13,0,9.22,clear sky
586,Lagoa,PT,39.05,-27.98,73.51,81,100,2.51,overcast clouds
587,Magdagachi,RU,53.45,125.80,37.51,77,96,3.58,overcast clouds
588,Baihar,IN,22.10,80.55,73.11,97,89,3.09,light rain
589,Livingston,GB,55.90,-3.52,66.58,62,100,13.80,overcast clouds
590,Bryan,US,30.67,-96.37,81.48,82,0,0.00,clear sky
591,Togitsu,JP,32.83,129.85,65.98,59,36,14.94,scattered clouds
592,Markivka,UA,49.52,39.57,64.45,39,24,7.20,few clouds
593,Bakel,SN,14.90,-12.46,89.15,57,100,6.71,overcast clouds
594,Braintree,GB,51.88,0.55,68.77,51,100,1.99,overcast clouds
595,Henties Bay,NA,-22.12,14.28,63.99,50,0,14.54,clear sky
596,Mamontovo,RU,52.71,81.62,62.11,46,52,3.98,broken clouds
597,Inuvik,CA,68.35,-133.72,47.26,57,75,9.22,broken clouds
598,Sao Jose Da Coroa Grande,BR,-8.90,-35.15,80.71,59,3,9.60,clear sky
599,Komsomolskiy,UZ,40.43,71.72,79.52,31,15,6.91,few clouds
600,El Sauzal,MX,31.90,-116.68,61.41,89,0,5.30,clear sky
601,Callander,GB,56.24,-4.22,65.52,61,26,8.21,scattered clouds
602,Shelburne,CA,44.08,-80.20,64.11,87,19,11.90,few clouds
603,Anloga,GH,5.79,0.90,78.98,79,46,13.18,scattered clouds
604,Port Moresby,PG,-9.44,147.18,76.42,100,20,5.75,few clouds
605,Uddevalla,SE,58.35,11.94,61.18,51,28,1.01,scattered clouds
606,Halden,NO,59.12,11.39,63.63,42,14,5.57,few clouds
607,Salinopolis,BR,-0.61,-47.36,83.59,73,82,13.13,broken clouds
608,Lac Du Bonnet,CA,50.25,-96.06,61.57,81,2,12.06,clear sky
609,Avera,US,33.19,-82.53,81.55,48,0,3.96,clear sky
610,Batie,BF,9.88,-2.92,76.05,87,100,5.03,light rain
611,Calahorra,ES,42.31,-1.97,80.58,15,0,11.30,clear sky
612,Verkhnyaya Inta,RU,65.98,60.31,52.38,81,49,14.05,light rain
613,Inirida,CO,3.87,-67.92,88.36,56,76,2.01,broken clouds
614,Evensk,RU,61.95,159.23,45.72,94,100,11.83,heavy intensity rain
615,Amapa,BR,1.00,-52.00,95.14,37,3,4.14,clear sky
616,Sosnovo-Ozerskoye,RU,52.52,111.54,40.68,78,100,12.62,overcast clouds
617,Manaira,BR,-7.71,-38.15,89.17,15,9,8.16,clear sky
618,Ambilobe,MG,-13.20,49.05,78.31,53,90,6.93,overcast clouds
619,Minsk,BY,53.90,27.57,55.15,75,100,3.71,overcast clouds
620,Santa Maria Do Para,BR,-1.35,-47.58,95.04,39,58,8.41,broken clouds
621,Coos Bay,US,43.37,-124.22,56.98,100,100,5.75,overcast clouds
622,Bardiyah,LY,31.76,25.09,79.90,55,0,15.30,clear sky
623,Aix-Les-Bains,FR,45.68,5.92,67.48,51,0,11.50,clear sky
624,Deputatskiy,RU,69.30,139.90,25.25,97,100,4.56,light snow
625,Kaizuka,JP,34.45,135.35,68.22,77,75,21.85,broken clouds
626,Nouakchott,MR,18.09,-15.98,98.53,54,98,12.19,overcast clouds
627,Millville,US,39.40,-75.04,77.09,56,0,9.22,clear sky
628,Kedrovyy,RU,56.17,91.82,50.41,96,68,3.47,broken clouds
629,Trinidad,BO,-14.83,-64.90,89.58,58,0,11.50,smoke
630,Miri,MY,4.41,114.01,82.54,78,40,4.61,scattered clouds
631,Choya,RU,52.01,86.55,56.43,53,77,3.27,broken clouds
632,Tessalit,ML,20.20,1.01,103.44,16,42,16.20,scattered clouds
633,Qinhuangdao,CN,39.93,119.59,57.97,58,0,8.23,clear sky
634,Auki,SB,-8.77,160.70,76.89,86,100,4.63,overcast clouds
635,Sao Joao Do Paraiso,BR,-15.31,-42.01,88.36,31,7,6.22,clear sky
636,Onufriyivka,UA,48.91,33.45,60.40,57,100,9.71,light rain
637,Roma,US,43.21,-75.46,63.95,97,100,6.91,overcast clouds
638,College,US,64.86,-147.80,44.58,94,100,8.05,light rain
639,Bemidji,US,47.47,-94.88,67.17,79,0,0.00,clear sky
640,Pa Sang,TH,18.53,98.94,75.85,91,100,3.02,light rain
641,Ciudad Bolivar,VE,8.12,-63.55,90.07,53,80,7.23,broken clouds
642,Katherine,AU,-14.47,132.27,82.72,44,97,0.00,overcast clouds
643,Daru,PG,-9.08,143.21,80.02,87,100,16.91,overcast clouds
644,Pachino,IT,36.72,15.09,78.19,64,64,5.14,broken clouds
645,Sabang,ID,5.89,95.32,82.26,76,93,9.51,overcast clouds
646,Farah,AF,32.50,62.50,83.05,13,0,12.93,clear sky
647,Fare,PF,-16.70,-151.02,77.76,74,2,13.51,clear sky
648,Andros Town,BS,24.70,-77.77,85.96,68,3,10.76,clear sky
649,Colombia,CU,20.99,-77.43,89.85,52,7,6.73,clear sky
650,San Policarpo,PH,12.18,125.51,78.21,86,100,4.38,overcast clouds
651,Ayagoz,KZ,47.97,80.44,59.83,18,0,16.40,clear sky
652,Ixtapa,MX,20.70,-105.20,80.22,94,100,2.30,overcast clouds
653,Buenaventura,CO,3.88,-77.03,80.35,79,97,3.31,overcast clouds
654,Mbanza-Ngungu,CD,-5.25,14.87,85.08,44,100,5.37,overcast clouds
655,Karratha,AU,-20.74,116.85,70.52,45,0,7.09,clear sky
656,Awjilah,LY,29.11,21.29,99.91,14,0,6.96,clear sky
657,Rairangpur,IN,22.27,86.18,76.80,94,67,3.94,broken clouds
658,Amos,CA,48.57,-78.12,53.19,85,77,2.91,broken clouds
659,Akhmeta,GE,42.03,45.21,82.92,52,0,1.63,clear sky
660,Kinkala,CG,-4.36,14.76,87.53,44,100,3.94,overcast clouds
661,Sistranda,NO,63.73,8.83,55.36,62,21,4.50,few clouds
662,Mogadishu,SO,2.04,45.34,80.47,78,75,14.97,broken clouds
663,Vila,PT,42.03,-8.16,79.70,41,14,5.59,few clouds
664,Saint-Leu,RE,-21.15,55.28,72.46,74,52,2.28,broken clouds
665,Shestakovo,RU,56.49,103.96,43.61,91,99,10.63,overcast clouds
666,Bonavista,CA,48.65,-53.11,53.44,62,35,10.25,scattered clouds
667,Vanimo,PG,-2.67,141.30,76.86,90,100,6.17,overcast clouds
668,Bentiu,SS,9.23,29.83,81.52,77,100,6.40,light rain
669,Kuytun,RU,54.34,101.50,45.07,80,86,17.40,overcast clouds
670,Margate,GB,51.38,1.39,65.30,61,100,4.00,overcast clouds
671,Florianopolis,BR,-27.61,-48.50,73.22,75,20,11.50,few clouds
672,Vilyuysk,RU,63.76,121.62,28.65,69,100,5.01,overcast clouds
673,Izhma,RU,65.01,53.91,51.69,80,88,12.95,overcast clouds
674,Menongue,AO,-14.66,17.69,93.63,8,0,5.41,clear sky
675,Belmonte,BR,-15.86,-38.88,76.32,69,79,6.69,broken clouds
676,Vegreville,CA,53.50,-112.05,46.45,87,97,10.36,overcast clouds
677,Guaruja,BR,-23.99,-46.26,71.83,78,75,10.36,broken clouds
678,Kem,RU,64.96,34.58,48.87,78,100,19.26,overcast clouds
679,Pozo Colorado,PY,-23.49,-58.80,74.25,59,74,7.45,broken clouds
